,Dept,Number,Course_Name,Professor_x,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Unnamed: 0.1,Professor_y,Median Grade,Semester (Ex: SP21),# of Students,Notes,Semester,Pre/Coreqs_Clean,ID,Name,Number_of_Ratings,Average_Rating,Difficulty,Take Again,CU_Reviews_Difficulty,CU_Reviews_Rating,CU_Reviews_Workload
324,ANTHR,2410,South Asian Diaspora,Viranjini Munasinghe,02:55PM,04:10PM,To Be Assigned,"This interdisciplinary course (with an emphasis in anthropology) will introduce students to the multiple routes/roots, lived experiences, and imagined worlds of South Asians who have traveled to various lands at different historical moments spanning Fiji, South Africa, Mauritius, Britain, Malaysia, United States, Trinidad, and even within South Asia itself such as the Tamil-speaking population of Sri Lanka. The course will begin with the labor migrations of the 1830s and continue up to the present period. The primary exercise will be to compare and contrast the varied expressions of the South Asian Diaspora globally in order to critically evaluate this transnational identity. Thus, we will ask what, if any, are the ties that bind a fifth-generation Indo-Trinidadian whose ancestor came to the New World as an indentured laborer or ""coolie"" in the mid-19th century to labor in the cane fields, to a Pakistani medical doctor who migrated to the United States in the late 1980s. If Diaspora violates a sense of identity based on territorial integrity, then could ""culture"" serve as the basis for a shared identity?",,Fall.,ANTHR 2410,,,,,,,,[nan],,,,,,,,,
325,ANTHR,6482,Perspectives on the Nation,Viranjini Munasinghe,02:40PM,04:35PM,To Be Assigned,"This course will critically examine the key texts that have informed our understanding of the nation and nationalism. Beginning with some of the founding texts such as Hahn Kohn's The Idea of Nationalism: A Study in its Origins and Backgrounds, Plamenatz's Two Types of Nationalism, and Renan's What is a Nation, we will then move on to more contemporary writings by Gellner, Hobsbawm and Anderson and end with analytical approaches addressing the national question in postcolonial contexts such as Partha Chatterjee's Nationalist Thought and the Colonial World. A central theme will be how culture, power, and history are implicated in the concept of Nation. We will also explore the possibilities of an ethnographic approach to the nation and ask if such an analytical and methodological move may help us better grapple with the perplexing emotive dimension of nationalisms.",,Spring.,ANTHR 6482,,,,,,,,[nan],,,,,,,,,
326,SHUM,2101,South Asian Diaspora,Viranjini Munasinghe,02:55PM,04:10PM,To Be Assigned,"This interdisciplinary course (with an emphasis in anthropology) will introduce students to the multiple routes/roots, lived experiences, and imagined worlds of South Asians who have traveled to various lands at different historical moments spanning Fiji, South Africa, Mauritius, Britain, Malaysia, United States, Trinidad, and even within South Asia itself such as the Tamil-speaking population of Sri Lanka. The course will begin with the labor migrations of the 1830s and continue up to the present period. The primary exercise will be to compare and contrast the varied expressions of the South Asian Diaspora globally in order to critically evaluate this transnational identity. Thus, we will ask what, if any, are the ties that bind a fifth-generation Indo-Trinidadian whose ancestor came to the New World as an indentured laborer or ""coolie"" in the mid-19th century to labor in the cane fields, to a Pakistani medical doctor who migrated to the United States in the late 1980s. If Diaspora violates a sense of identity based on territorial integrity, then could ""culture"" serve as the basis for a shared identity?",,Fall.,SHUM 2101,,,,,,,,[nan],,,,,,,,,
327,AMST,2640,Introduction to Asian American History,Derek Chang,11:25AM,12:40PM,To Be Assigned,"An introductory history of Chinese, Japanese, Asian Indians, Filipinos, and Koreans in the United States from the mid-nineteenth century to the 1990s. Major themes include racism and resistance, labor migration, community formation, imperialism, and struggles for equality.",,Fall.,AMST 2640,,,,,,,,[nan],333013.0,Derek Chang,25.0,4.0,2.0,78.5714,2.0,4.0,2.8
328,HIST,2640,Introduction to Asian American History,Derek Chang,11:25AM,12:40PM,To Be Assigned,"An introductory history of Chinese, Japanese, Asian Indians, Filipinos, and Koreans in the United States from the mid-nineteenth century to the 1990s. Major themes include racism and resistance, labor migration, community formation, imperialism, and struggles for equality.",,Spring.,HIST 2640,,,,,,,,[nan],333013.0,Derek Chang,25.0,4.0,2.0,78.5714,2.0,4.0,2.75
329,AAS,3885,"Race and War in History: Workers, Soldiers, Prisoners, Activists",Tejasvi Nagaraja,01:00PM,02:15PM,To Be Assigned,"Across twentieth-century history, race and war have been dynamic forces in shaping economic organization and everyday livelihoods. This course will approach labor and working-class history, through a focus on global war as well as 'wars at home.' Racial and warfare events often intersect—in the histories of presidents and activists, business leaders and industrial workers, CIA agents and police, soldiers and prisoners, American laborers abroad and non-Americans migrating stateside. In this course, we'll consider how race and war have been linked—from the rise of Jim Crow and U.S. empire in the 1890s, to the WWII 'Greatest Generation' and its diverse workplaces, to Vietnam and the civil rights movement, to the Iraq wars and immigrant workers, to debates about what has been called a 'military-industrial complex' and a 'prison-industrial complex'.",,,AAS 3885,,,,,,,,[nan],2766229.0,Tejasvi Nagaraja,1.0,4.0,2.5,0.0,,,
330,AMST,3885,"Race and War in History: Workers, Soldiers, Prisoners, Activists",Tejasvi Nagaraja,01:00PM,02:15PM,To Be Assigned,"Across twentieth-century history, race and war have been dynamic forces in shaping economic organization and everyday livelihoods. This course will approach labor and working-class history, through a focus on global war as well as 'wars at home.' Racial and warfare events often intersect—in the histories of presidents and activists, business leaders and industrial workers, CIA agents and police, soldiers and prisoners, American laborers abroad and non-Americans migrating stateside. In this course, we'll consider how race and war have been linked—from the rise of Jim Crow and U.S. empire in the 1890s, to the WWII 'Greatest Generation' and its diverse workplaces, to Vietnam and the civil rights movement, to the Iraq wars and immigrant workers, to debates about what has been called a 'military-industrial complex' and a 'prison-industrial complex'.",,,AMST 3885,,,,,,,,[nan],2766229.0,Tejasvi Nagaraja,1.0,4.0,2.5,0.0,,,
331,HIST,3884,"Race and War in History: Workers, Soldiers, Prisoners, Activists",Tejasvi Nagaraja,01:00PM,02:15PM,To Be Assigned,"Across twentieth-century history, race and war have been dynamic forces in shaping economic organization and everyday livelihoods. This course will approach labor and working-class history, through a focus on global war as well as 'wars at home.' Racial and warfare events often intersect—in the histories of presidents and activists, business leaders and industrial workers, CIA agents and police, soldiers and prisoners, American laborers abroad and non-Americans migrating stateside. In this course, we'll consider how race and war have been linked—from the rise of Jim Crow and U.S. empire in the 1890s, to the WWII 'Greatest Generation' and its diverse workplaces, to Vietnam and the civil rights movement, to the Iraq wars and immigrant workers, to debates about what has been called a 'military-industrial complex' and a 'prison-industrial complex'.",,,HIST 3884,,,,,,,,[nan],2766229.0,Tejasvi Nagaraja,1.0,4.0,2.5,0.0,,,
332,ILRLR,3885,"Race and War in History: Workers, Soldiers, Prisoners, Activists",Tejasvi Nagaraja,01:00PM,02:15PM,To Be Assigned,"Across twentieth-century history, race and war have been dynamic forces in shaping economic organization and everyday livelihoods. This course will approach labor and working-class history, through a focus on global war as well as 'wars at home.' Racial and warfare events often intersect—in the histories of presidents and activists, business leaders and industrial workers, CIA agents and police, soldiers and prisoners, American laborers abroad and non-Americans migrating stateside. In this course, we'll consider how race and war have been linked—from the rise of Jim Crow and U.S. empire in the 1890s, to the WWII 'Greatest Generation' and its diverse workplaces, to Vietnam and the civil rights movement, to the Iraq wars and immigrant workers, to debates about what has been called a 'military-industrial complex' and a 'prison-industrial complex'.",,Fall.,ILRLR 3885,,,,,,,,[nan],2766229.0,Tejasvi Nagaraja,1.0,4.0,2.5,0.0,,,
333,AAS,4040,Fictions of Dictatorship,Christine Balance,02:40PM,05:10PM,To Be Assigned,"Fictions of dictatorship, as termed by scholar Lucy Burns, denote both the narratives and spectacles produced by authoritarian governments and the performances, events, and cultural objects that work against these states of exception. This course will critically examine histories of dictatorships, through both documentary &amp; creative forms (i.e. novels, memoirs, and performance) and with a geographic focus on Asia and Latin America, in order to understand authoritarian returns in our present historical moment.",,Fall.,AAS 4040,,,,,,,,[nan],,,,,,,,,
334,AMST,4040,Fictions of Dictatorship,Christine Balance,02:40PM,05:10PM,To Be Assigned,"Fictions of dictatorship, as termed by scholar Lucy Burns, denote both the narratives and spectacles produced by authoritarian governments and the performances, events, and cultural objects that work against these states of exception. This course will critically examine histories of dictatorships, through both documentary &amp; creative forms (i.e. novels, memoirs, and performance) and with a geographic focus on Asia and Latin America, in order to understand authoritarian returns in our present historical moment.",,,AMST 4040,,,,,,,,[nan],,,,,,,,,
335,COML,4040,Fictions of Dictatorship,Christine Balance,02:40PM,05:10PM,To Be Assigned,"Fictions of dictatorship, as termed by scholar Lucy Burns, denote both the narratives and spectacles produced by authoritarian governments and the performances, events, and cultural objects that work against these states of exception. This course will critically examine histories of dictatorships, through both documentary &amp; creative forms (i.e. novels, memoirs, and performance) and with a geographic focus on Asia and Latin America, in order to understand authoritarian returns in our present historical moment.",,Fall.,COML 4040,,,,,,,,[nan],,,,,,,,,
336,PMA,4740,Fictions of Dictatorship,Christine Balance,02:40PM,05:10PM,To Be Assigned,"Fictions of dictatorship, as termed by scholar Lucy Burns, denote both the narratives and spectacles produced by authoritarian governments and the performances, events, and cultural objects that work against these states of exception. This course will critically examine histories of dictatorships, through both documentary &amp; creative forms (i.e. novels, memoirs, and performance) and with a geographic focus on Asia and Latin America, in order to understand authoritarian returns in our present historical moment.",,,PMA 4740,,,,,,,,[nan],,,,,,,,,
